crossID,Order_1,Year,plotNo,Region,plotNo_Numeric,date,GrowDays,Paint2Plant,femaPar,femaParLoc,malePar,maleParLoc,Crosses,CrossLoc,PlantingDens,development,line,position,block,PhotoScore,wetWgtPlot,lengthPlot,wetWgtPerM,percDryWgt,dryWgtPerM,AshFreedryWgtPerM,Ash Free %,densityBlades,Carbon (Celignis),Hydrogen (Celignis),Nitrogen (Celignis),Sulphur (Celignis),Oxygen (Celignis),Ash (Celignis),Ash (WHOI),Moisture,HHV,LHV,Total Sugars,Mannuronic,Guluronic,Glucuronic,Mannitol,Fucose,Glucan,Xylan,Mannan,Galactan,B11,Na23,Mg26,Al27,P31,S34,K39,Ca44,Fe54,Mn55,Co59,Ni60,Cu63,Zn66,As75,Se78,Rb85,Sr88,Mo98,Cd111,C (UCONN),N (UCONN),C:N (UCONN)
SL18-UCONN-S10,10,2019,2019_10,GOM,10,5_31_2019,122,,SL18-LD-10-FG1,LD,SL18-OI-4-MG1,OI,SL18-LD-10-FG1xSL18-OI-4-MG1,LD X OI,2,1,3,53,9,3,2.58,0.95,2.715789474,8.99,0.23,0.127492931,55.431709,200,NA,NA,NA,NA,NA,44.57,NA,9.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.4086047,31339.07144,12276.36621,238.1470225,3828.864342,13436.65755,105022.4932,12737.3618,464.607126,14.26393567,0.309230716,0.637514891,2.369981192,46.82416107,35.78920615,0.108733462,20.63380226,813.9121864,0.379772705,1.265205655,24.62,1.99,12.37
SL18-UCONN-S192,190,2019,2019_192,GOM,192,5_30_2019,122,,SL18-SF-17-FG3,SF,SA18-CB-10-MG1,CB,SL18-SF-17-FG3xSA18-CB-10-MG1,SF X CB,2,4,1,6,1,3,4.25,0.9,4.722222222,7.46,0.32,0.177372138,55.428793,420,NA,NA,NA,NA,NA,44.57,NA,8.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.4528558,23520.20112,9185.522302,67.92231861,4250.135309,10931.705,151484.1735,11259.19775,184.9359529,10.09468926,0.127209273,0.300961867,1.477073563,45.90832239,41.53568672,0.117889679,28.40446689,728.0620854,0.216202102,0.96614973,26.57,1.94,13.7
SL18-UCONN-S128,127,2019,2019_128,GOM,128,5_30_2019,122,,SL18-OI-15-FG1,OI,SL18-SF-15-MG1,SF,SL18-OI-15-FG1xSL18-SF-15-MG1,OI X SF,3,4,1,46,8,3,4.42,0.92,4.804347826,9.21,0.41,0.226719619,55.297468,340,NA,NA,NA,NA,NA,44.7,NA,8.71,NA,NA,31.07,9.69,7.35,1.08,4.99,0.75,5.8,0.19,0.38,0.83,126.7121011,30621.32754,11957.06189,100.4073239,3174.113675,9950.665047,93049.88893,10154.76687,327.6536883,7.380797527,0.088329306,0.222105523,0.888003496,48.02954872,39.46143455,0.054463728,29.29509906,836.9164552,0.245499268,0.748094298,25.67,2.07,12.4
SL18-UCONN-S76,75,2019,2019_76,GOM,76,5_30_2019,122,,SL18-NL-2-FG1,NL,SL18-SF-17-MG1,SF,SL18-NL-2-FG1xSL18-SF-17-MG1,NL X SF,1,4,3,12,2,3,3.54,0.88,4.022727273,11.91,0.42,0.231951909,55.226645,220,NA,NA,NA,NA,NA,44.77,NA,9.35,NA,NA,32.25,12.07,7.39,0.86,3.84,0.52,5.99,0.29,0.43,0.85,158.4805601,39562.27189,13866.63213,50.52172244,2419.768088,11125.67897,89597.77443,10388.04008,210.9302848,5.250610781,0.066179021,0.200795218,0.95558388,50.84346506,31.12031337,0.069455737,26.79436433,813.10714,0.253465677,1.53190863,23.77,1.76,13.51
SL18-UCONN-S155,153,2019,2019_155,GOM,155,5_31_2019,122,,SL18-OI-18-FG5,OI,SL18-LD-2-MG1,LD,SL18-OI-18-FG5xSL18-LD-2-MG1,OI X LD,2,1,3,34,6,3,3.02,0.98,3.081632653,9.23,0.28,0.154359083,55.128244,280,NA,NA,NA,NA,NA,44.87,NA,8.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.8960565,29668.06626,10435.88643,401.5810801,4513.648388,11037.6074,134243.611,11879.25728,846.2723712,24.97305389,0.347787336,1.675607433,2.181421761,127.7261946,49.77012681,0.130543389,28.55219387,726.2267596,0.237510527,1.077931753,24.3,1.81,13.43
SL19-UCONN-S265,384,2020,2020_265,GOM,265,6_9_2020,185,,SL18-OI-4-FG2,OI,SA18-CB-7-MG2,CB,SL18-OI-4-FG2xSA18-CB-7-MG2,OI X CB,2,1,5,34,6,3,10.54,0.87,12.11,16.67,2.019239106,1.110410519,54.991532,630,NA,NA,NA,NA,NA,45.01,NA,12.61,NA,NA,37.67,12.16,7.39,0.51,9.34,0.61,6.17,0.3,0.4,0.77,157.0718538,26524.47091,10960.76019,47.75683307,3171.414201,7808.578872,103447.6986,10680.85189,192.0341656,3.888740567,0.08671528,0.182143953,1.360359197,32.19445749,46.85021643,0.034749016,27.70575909,838.5522842,0.193563243,1.129783563,22.8,1.25,18.24
SL19-UCONN-S92,562,2020,2020_92,GOM,92,6_9_2020,185,,SL18-OI-16-FG2,OI,SL18-OI-18-MG1,OI,SL18-OI-16-FG2xSL18-OI-18-MG1,OI X OI,3,1,2,38,7,3,1.14,1,1.14,11.49,0.131013916,0.071899726,54.879457,120,NA,NA,NA,NA,NA,45.12,NA,11.13,NA,NA,35.12,8.56,7.68,0.95,9.05,1.21,6.04,0.25,0.54,0.84,159.6264164,30890.92637,12140.30846,75.1523008,2502.680944,11625.96008,111100.5539,10771.28494,379.8591146,5.280748514,0.105519676,0.37179,1.166161878,41.27493515,25.78007521,0.044594129,29.21267453,974.9993458,0.187011509,0.691969397,22.7,1.18,19.24
SL19-UCONN-S179,288,2020,2020_179,GOM,179,6_9_2020,185,,SL18-CC-3-FG1,CC,SL18-JS-5-MG2,JS,SL18-CC-3-FG1xSL18-JS-5-MG2,CC X JS,3,1,4,6,1,3,8.88,0.96,9.25,11.11,1.028074377,0.562264188,54.691003,120,NA,NA,NA,NA,NA,45.31,NA,10.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.18,1.36,17.04
SL19-UCONN-S271,391,2020,2020_271,GOM,271,6_9_2020,185,,SL18-NC-15-FG3,NC,SL18-CC-1-MG2,CC,SL18-NC-15-FG3xSL18-CC-1-MG2,NC X CC,1,1,5,40,7,3,0.91,0.92,0.98,10.2,0.100402733,0.054735332,54.515779,90,NA,NA,NA,NA,NA,45.48,NA,10,NA,NA,33.58,6.17,7.04,0.93,10.93,1.15,5.78,0.24,0.44,0.91,133.235692,33554.89447,12639.38783,159.677352,2500.469858,13069.88098,85590.08249,10251.81249,671.8037732,7.640537161,0.116582151,0.904530045,1.931775271,69.65997779,21.53142132,0.059438326,25.51558645,1057.720155,0.249072689,0.608480635,NA,NA,NA
SL18-UCONN-S103,102,2019,2019_103,GOM,103,5_30_2019,122,,SL18-NL-6-FG1,NL,SL18-OI-16-MG1,OI,SL18-NL-6-FG1xSL18-OI-16-MG1,NL X OI,3,4,1,26,5,3,3.61,0.86,4.197674419,9.49,0.34,0.184984259,54.407135,560,NA,NA,NA,NA,NA,45.59,NA,9.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.1745372,31081.95157,9476.980092,91.96190457,5322.050535,11398.918,147710.9024,10190.76769,203.4577377,7.665229261,0.140988351,0.25029319,1.416201404,37.5462766,48.20713074,0.135680508,32.9966856,625.7089424,0.219357968,1.151595019,24.65,2.11,11.68
SL18-UCONN-S24,24,2019,2019_24,GOM,24,5_29_2019,122,,SL18-LD-1-FG3,LD,SL18-OI-11-MG2,OI,SL18-LD-1-FG3xSL18-OI-11-MG2,LD X OI,2,1,2,16,3,3,2.65,0.84,3.154761905,11.31,0.3,0.162782568,54.260856,300,NA,NA,NA,NA,NA,45.74,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.7898177,24869.83523,9155.208125,78.68505423,4424.801866,12168.26466,124897.1645,9286.66308,165.4857803,11.41323609,0.160521881,1.064551376,1.176191493,47.66641713,38.7934063,0.0853909,29.80063019,625.2744827,0.216163747,1.268524242,24.38,1.6,15.24
SL19-UCONN-S189,299,2020,2020_189,GOM,189,6_9_2020,185,,SL18-CC-11-FG3,CC,SL18-NC-2-MG3,NC,SL18-CC-11-FG3xSL18-NC-2-MG3,CC X NC,2,1,4,17,3,3,7.6,0.91,8.35,9.08,0.757613556,0.407123767,53.737656,260,NA,NA,NA,NA,NA,46.26,44.65,11.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.49,1.46,16.09
SL18-UCONN-S125,124,2019,2019_125,GOM,125,5_29_2019,122,,SL18-OI-15-FG1,OI,SA18-CB-2-MG3,CB,SL18-OI-15-FG1xSA18-CB-2-MG3,OI X CB,1,4,2,11,2,3,3.76,0.67,5.611940299,9.93,0.37,0.197312016,53.327572,0,NA,NA,NA,NA,NA,46.67,NA,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.5876407,21791.32245,8471.380675,64.0906054,3642.655906,9936.994788,155520.7031,8602.460882,124.4047446,8.120756961,0.100560484,0.614537513,1.294384301,39.03754588,52.82057712,0.13543014,31.98612824,505.4333962,0.217706032,0.421290935,25.86,1.62,15.96
SL18-UCONN-S198,196,2019,2019_198,GOM,198,5_29_2019,122,,SL18-SF-17-FG3,SF,SL18-OI-7-MG1,OI,SL18-SF-17-FG3xSL18-OI-7-MG1,SF X OI,3,1,2,52,9,3,2.8,0.81,3.456790123,8.35,0.23,0.122450096,53.239172,500,NA,NA,NA,NA,NA,46.76,NA,8.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.5885315,34530.22034,10803.45563,120.6740086,4156.490756,11836.67611,134681.9256,11441.63202,271.5599921,10.08177716,0.150687728,0.261532433,5.119595199,44.69326268,41.6519813,0.130519682,32.16378445,757.2096567,0.212335007,1.167142825,26.39,1.79,14.74
SL18-UCONN-S60,60,2019,2019_60,GOM,60,5_30_2019,122,,SL18-NL-10-FG1,NL,SL18-OI-15-MG1,OI,SL18-NL-10-FG1xSL18-OI-15-MG1,NL X OI,3,4,1,18,3,3,4.42,0.93,4.752688172,8.49,0.38,0.200791533,52.839877,260,NA,NA,NA,NA,NA,47.16,NA,8.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.4601443,35459.17979,11375.09132,58.51035191,4714.596265,11632.00488,136827.0855,10903.82844,146.523036,4.500908067,0.095848182,0.277614252,1.293197651,52.78875178,48.51940447,0.141352707,27.60674259,705.4778779,0.208084904,0.695921144,23.81,1.84,12.94
SL18-UCONN-S1,1,2019,2019_1,GOM,1,5_30_2019,122,,SA18-CB-10-FG1,CB,SL18-SF-19-MG2,SF,SA18-CB-10-FG1xSL18-SF-19-MG2,CB X SF,3,4,2,37,7,3,7.25,0.88,8.238636364,5.73,0.42,0.221746384,52.796758,500,NA,NA,NA,NA,NA,47.2,NA,9.78,NA,NA,27.73,10.16,7.12,0.63,1.17,0.64,6.44,0.27,0.44,0.83,159.3385914,28510.77167,12098.84148,84.05433198,3066.080315,9180.332913,111336.9235,10797.77807,256.4757772,7.012132219,0.102284564,0.289075599,1.171213856,77.84687378,45.4625243,0.057756147,36.46704403,880.3348787,0.225307069,1.080750312,22.79,1.75,13.02
SL18-UCONN-S33,33,2019,2019_33,GOM,33,5_29_2019,122,,SL18-LD-2-FG2,LD,SL18-LL-9-MG2,LL,SL18-LD-2-FG2xSL18-LL-9-MG2,LD X LL,2,1,2,6,1,3,2.5,0.9,2.777777778,9.49,0.24,0.126546775,52.727823,200,NA,NA,NA,NA,NA,47.27,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.5978776,16211.01163,7517.935027,122.5859255,2782.813329,10746.70016,161485.7062,10983.81596,179.2958557,7.711322729,0.169213583,0.711726929,2.165112052,36.38186857,31.09229659,0.108042397,25.61350199,772.3778639,0.226795585,0.820665943,23.38,1.35,17.32
SL18-UCONN-S197,195,2019,2019_197,GOM,197,5_31_2019,122,,SL18-SF-17-FG3,SF,SL18-NL-9-MG1,NL,SL18-SF-17-FG3xSL18-NL-9-MG1,SF X NL,3,1,4,51,9,3,2.75,0.89,3.08988764,8.55,0.24,0.126481272,52.70053,260,NA,NA,NA,NA,NA,47.3,NA,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160.7935755,25998.67249,10537.88037,192.2629165,3450.352834,12179.75373,142927.7669,14305.72391,434.0387254,13.07376814,0.208883944,0.467348696,34.90652595,50.3148844,30.6073278,0.156470935,30.28585269,1005.9363,0.265882718,0.850471516,26.76,1.99,13.45
SL18-UCONN-S157,155,2019,2019_157,GOM,157,5_31_2019,122,,SL18-OI-18-FG5,OI,SL18-SF-15-MG2,SF,SL18-OI-18-FG5xSL18-SF-15-MG2,OI X SF,2,4,3,54,9,3,4.94,0.92,5.369565217,10.32,0.51,0.268564654,52.659736,220,25.48,3.1,2.15,0.74,21.18,47.34,NA,8.7,9.57,8.88,27.12,8.61,6.93,0.78,2.91,0.62,5.82,0.24,0.42,0.78,155.7864282,24850.49464,9277.049964,212.0638079,4360.894674,9777.875536,135071.413,8907.287542,529.5924359,16.15800222,0.197375891,0.607894004,3.301441995,33.56589341,43.67883073,0.128385447,27.27104559,546.2712888,0.264583524,0.985915998,23.86,1.91,12.49
SL18-UCONN-S82,81,2019,2019_82,GOM,82,5_30_2019,122,,SL18-NL-3-FG1,NL,SA18-CB-7-MG2,CB,SL18-NL-3-FG1xSA18-CB-7-MG2,NL X CB,2,4,3,15,3,3,4.7,0.95,4.947368421,9.07,0.43,0.22629088,52.625786,240,NA,NA,NA,NA,NA,47.37,NA,8.86,NA,NA,33.16,12.03,7.48,0.84,5.22,0.51,5.75,0.22,0.36,0.75,199.2248987,31313.76966,11902.59233,71.35986184,2579.924958,8938.300656,116027.4209,9735.298375,283.4533742,6.333281105,0.087415303,0.495767922,1.09585413,69.69441484,37.92980731,0.062340288,31.46342633,792.5645882,0.202160931,0.925306097,22.44,1.52,14.76
SL18-UCONN-S146,144,2019,2019_146,GOM,146,5_30_2019,122,,SL18-OI-18-FG1,OI,SL18-OI-9-MG3,OI,SL18-OI-18-FG1xSL18-OI-9-MG3,OI X OI,3,4,1,4,1,3,3.93,0.94,4.180851064,8.07,0.32,0.168294739,52.592106,300,NA,NA,NA,NA,NA,47.41,42.7,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.8849326,21864.85528,8335.831169,63.49867664,4260.251728,9786.385933,188650.1678,9815.113838,174.1539941,8.258501041,0.129791932,0.418865587,1.200652398,31.0603856,43.41515279,0.14162775,39.39015887,610.6374064,0.182963649,0.829404954,26.28,1.95,13.48
SL18-UCONN-S14,14,2019,2019_14,GOM,14,5_30_2019,122,,SL18-LD-13-FG2,LD,SL18-LD-13-MG2,LD,SL18-LD-13-FG2xSL18-LD-13-MG2,LD X LD,3,4,1,27,5,3,3.27,0.93,3.516129032,9.17,0.3,0.157776276,52.592092,420,NA,NA,NA,NA,NA,47.41,NA,8.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223.0560831,29916.41361,9679.298101,118.3201274,3142.961194,10574.32807,178563.1727,10867.04348,272.8592469,7.998912202,0.180194003,0.461934385,1.540735119,74.29583632,31.46936481,0.151305777,37.42159565,701.4909173,0.255161832,0.697319207,22.15,1.65,13.42
SL18-UCONN-S101,100,2019,2019_101,GOM,101,5_30_2019,122,,SL18-NL-6-FG1,NL,SL18-OI-14-MG2,OI,SL18-NL-6-FG1xSL18-OI-14-MG2,NL X OI,3,4,1,8,2,3,5.18,0.9,5.755555556,9.18,0.48,0.251936693,52.486811,340,NA,NA,NA,NA,NA,47.51,NA,8.16,NA,NA,27.54,8.67,6.3,0.73,3.88,0.9,5.75,0.16,0.37,0.79,162.994973,25287.9321,10156.39765,87.24311816,3760.15818,9780.459206,120216.4393,9961.541492,183.6631099,5.53841383,0.107532881,0.24092161,0.89191913,94.64244992,39.54398503,0.067650145,35.70092759,735.8573278,0.182721202,1.203953217,24.81,1.84,13.48
SL18-UCONN-S136,135,2019,2019_136,GOM,136,5_30_2019,122,,SL18-OI-16-FG3,OI,SA18-CB-4-MG3,CB,SL18-OI-16-FG3xSA18-CB-4-MG3,OI X CB,2,4,3,10,2,3,4.84,0.81,5.975308642,8.75,0.42,0.220041452,52.390822,480,NA,NA,NA,NA,NA,47.61,NA,8.86,NA,NA,30.29,11.04,6.91,0.84,3.51,0.68,5.97,0.19,0.35,0.79,116.4562892,36719.85254,12740.39342,92.01113754,2392.182747,9220.222761,106971.6042,9454.814339,315.555359,6.817665663,0.111102149,0.602914997,1.06995773,76.4455473,30.32140055,0.038417784,27.12871251,817.8128509,0.247233165,2.139032563,22.13,1.71,12.94
SL18-UCONN-S19,19,2019,2019_19,GOM,19,5_30_2019,122,,SL18-LD-1-FG2,LD,SA18-CB-4-MG3,CB,SL18-LD-1-FG2xSA18-CB-4-MG3,LD X CB,2,1,3,16,3,3,5.14,0.77,6.675324675,8.91,0.46,0.239662194,52.100477,180,NA,NA,NA,NA,NA,47.9,NA,9.93,NA,NA,33.71,12.83,8.29,0.79,3.79,0.58,5.83,0.24,0.48,0.77,183.3947742,31142.61127,12148.12644,100.5759412,2804.926231,8664.019422,98907.77023,9432.615287,302.3467072,6.866937415,0.140699321,0.43151969,1.058045422,43.2100045,38.38844047,0.051292245,28.95120887,788.5201046,0.238828502,0.96558122,23.63,1.64,14.41
SL18-UCONN-S143,142,2019,2019_143,GOM,143,5_29_2019,122,,SL18-OI-17-FG1,OI,SL18-SF-13-MG2,SF,SL18-OI-17-FG1xSL18-SF-13-MG2,OI X SF,3,4,2,15,3,3,5.39,0.84,6.416666667,8,0.43,0.223800182,52.046554,440,NA,NA,NA,NA,NA,47.95,NA,8.74,NA,NA,31.39,12.6,7.67,1.03,1.43,0.95,5.95,0.42,0.44,0.89,187.4491277,22575.56197,10154.49947,86.35863364,3285.651277,10265.90028,126368.62,10006.8613,224.1227322,8.672770547,0.112084992,0.245411899,0.929309312,44.41985796,43.16658749,0.050163094,35.02467795,848.2188823,0.200228359,1.160610021,26.77,2.11,12.69
SL18-UCONN-S199,197,2019,2019_199,GOM,199,5_29_2019,122,,SL18-SF-17-FG3,SF,SL18-OI-9-MG3,OI,SL18-SF-17-FG3xSL18-OI-9-MG3,SF X OI,3,1,2,53,9,3,2.88,0.8,3.6,9.16,0.26,0.134874516,51.874814,380,NA,NA,NA,NA,NA,48.13,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7662434,20255.53118,6881.076862,28.42198282,3414.401107,8102.472724,186338.8232,7807.729176,103.816619,6.241716968,0.095013601,0.390958074,0.866479989,41.72019463,43.63246657,0.156782155,34.97935057,547.1239878,0.170634162,1.011064551,26.64,1.85,14.4
SL19-UCONN-S34,467,2020,2020_34,GOM,34,6_9_2020,185,,SL18-OI-17-FG4,OI,SL18-CC-7-MG1,CC,SL18-OI-17-FG4xSL18-CC-7-MG1,OI X CC,3,1,1,38,7,3,7.11,1.037,6.85,10.79,0.739377608,0.383131118,51.818058,200,NA,NA,NA,NA,NA,48.18,40.37,10.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.11,1.45,15.25
SL18-UCONN-S104,103,2019,2019_104,GOM,104,5_30_2019,122,,SL18-NL-6-FG1,NL,SL18-SF-17-MG1,SF,SL18-NL-6-FG1xSL18-SF-17-MG1,NL X SF,3,4,1,30,5,3,4.4,0.78,5.641025641,9.43,0.41,0.211497824,51.584835,240,NA,NA,NA,NA,NA,48.42,NA,8.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.7774186,30117.16774,9668.20018,49.80813691,4536.051383,10416.20676,139975.6025,9538.121509,131.2491898,6.505668317,0.10892252,0.347483861,1.05083701,32.58857564,50.29297602,0.144167913,24.20282223,594.6450304,0.206863903,1.318891433,22.16,1.74,12.74
SL18-UCONN-S62,61,2019,2019_62,GOM,62,5_29_2019,122,,SL18-NL-10-FG1,NL,SL18-OI-7-MG1,OI,SL18-NL-10-FG1xSL18-OI-7-MG1,NL X OI,2,4,2,23,4,3,4.24,0.89,4.764044944,8.02,0.34,0.172499411,50.735121,580,NA,NA,NA,NA,NA,49.26,NA,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.916506,20488.04683,7901.136579,60.04971909,4073.903948,10221.81648,205125.6194,10030.09974,131.3794346,7.68698314,0.094129102,0.37659839,2.033647151,56.90333014,35.14922047,0.146612987,37.90099684,598.9517782,0.164072848,0.604546473,20.6,1.67,12.34
SL18-UCONN-S35,35,2019,2019_35,GOM,35,5_30_2019,122,,SL18-LD-2-FG2,LD,SL18-SF-19-MG1,SF,SL18-LD-2-FG2xSL18-SF-19-MG1,LD X SF,2,1,1,14,3,3,1.45,0.91,1.593406593,22.72,0.33,0.16623095,50.373015,280,NA,NA,NA,NA,NA,49.63,32.64,8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.1223949,33178.15876,12528.47982,87.55513994,3293.143609,13951.86203,117341.0532,10986.57871,179.6098821,21.79767113,0.139116846,0.47951701,1.61450194,60.83209358,38.63643458,0.103534886,22.09179995,596.6967074,0.25236893,0.803512885,23.02,1.98,11.63
SL18-UCONN-S95,94,2019,2019_95,GOM,95,5_30_2019,122,,SL18-NL-6-FG1,NL,SA18-CB-7-MG2,CB,SL18-NL-6-FG1xSA18-CB-7-MG2,NL X CB,2,4,2,35,6,3,5.3,0.89,5.95505618,8.75,0.46,0.230471675,50.102538,400,NA,NA,NA,NA,NA,49.9,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.716921,24167.56119,7558.650705,38.37018131,2373.940153,10227.45011,214782.4916,10156.07382,157.0310222,5.939430795,0.111542332,0.31306225,0.869943218,121.348148,27.49859808,0.18101406,40.26742821,601.2854822,0.173771202,0.857741902,22.36,1.71,13.08
SL18-UCONN-S73,72,2019,2019_73,GOM,73,5_29_2019,122,,SL18-NL-2-FG1,NL,SA18-CB-1-MG2,CB,SL18-NL-2-FG1xSA18-CB-1-MG2,NL X CB,2,1,2,49,9,3,4.54,0.93,4.88172043,8.26,0.38,0.190372791,50.098103,320,NA,NA,NA,NA,NA,49.9,NA,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330.0777825,25561.49387,8095.245712,1967.068029,3549.255654,9452.980557,196297.5127,9315.100119,84.20346803,9.525538486,0.13408874,0.382730032,5.94722635,21.53663117,48.83415755,0.130335372,34.07968308,549.4662574,0.348043416,0.54820059,22.18,1.57,14.13
SL18-UCONN-S63,62,2019,2019_63,GOM,63,5_31_2019,122,,SL18-NL-10-FG1,NL,SL18-SF-13-MG1,SF,SL18-NL-10-FG1xSL18-SF-13-MG1,NL X SF,2,4,4,29,5,3,4.04,0.94,4.29787234,8.19,0.33,0.165168977,50.051205,420,NA,NA,NA,NA,NA,49.95,NA,7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.5393151,43325.89976,12124.26916,69.34122461,3174.837453,12476.15825,181622.9155,12032.97199,167.8438212,6.037401516,0.106627636,0.280444615,1.477967147,47.90764298,40.96378303,0.172152825,36.80118514,621.9614328,0.283535912,0.631063303,22.81,2.06,11.07
SL18-UCONN-S102,101,2019,2019_102,GOM,102,5_30_2019,122,,SL18-NL-6-FG1,NL,SL18-OI-15-MG1,OI,SL18-NL-6-FG1xSL18-OI-15-MG1,NL X OI,3,4,1,54,9,3,5.24,0.94,5.574468085,9,0.47,0.231032951,49.155947,660,NA,NA,NA,NA,NA,50.84,NA,8.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.3968791,28300.95442,9926.200657,153.8685637,5177.034777,12333.30175,190311.0939,11648.59774,218.2988433,10.37251484,0.41990205,0.307481668,3.537452032,47.88934356,40.78155896,0.142309034,38.39007825,736.6222538,0.198106747,1.064622752,26.74,2.06,12.98
SL19-UCONN-S77,545,2020,2020_77,GOM,77,6_9_2020,185,,SL18-CC-12-FG2,CC,SL18-LL-9-MG4,LL,SL18-CC-12-FG2xSL18-LL-9-MG4,CC X LL,3,1,2,22,4,3,7.6,0.89,8.54,10.66,0.910135569,0.446912178,49.103913,440,NA,NA,NA,NA,NA,50.9,48.73,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.32,1.24,17.19
SL18-UCONN-S5,5,2019,2019_5,GOM,5,5_30_2019,122,,SA18-CB-7-FG1,CB,SL18-LL-9-MG3,LL,SA18-CB-7-FG1xSL18-LL-9-MG3,CB X LL,3,4,2,38,7,3,4.66,0.86,5.418604651,8.13,0.38,0.185844913,48.906556,240,NA,NA,NA,NA,NA,51.09,NA,8.47,NA,NA,28.37,11.32,7.18,0.65,1.66,0.34,5.57,0.35,0.38,0.92,185.9533023,27613.81566,9828.787492,663.4272641,2460.115056,7905.850891,172138.8158,8605.236178,552.8305151,11.76333776,0.188876119,1.596655272,8.824509116,64.8876048,38.71789699,0.05196274,38.79590635,677.7211292,0.204558268,0.84071131,21.04,1.49,14.12
SL18-UCONN-S11,11,2019,2019_11,GOM,11,5_30_2019,122,,SL18-LD-10-FG2,LD,SA18-CB-7-MG2,CB,SL18-LD-10-FG2xSA18-CB-7-MG2,LD X CB,1,4,2,36,6,3,4.7,0.98,4.795918367,8.16,0.38,0.184970468,48.676439,380,NA,NA,NA,NA,NA,51.32,NA,8.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339.0483687,25103.23134,13000.62336,96.15739235,4520.504037,12783.5973,144771.2556,12153.11165,156.7807909,8.273839254,0.170543739,0.442849856,1.86858827,22.19889129,54.91871698,0.098487592,24.16058044,726.3573769,0.230899487,0.82526862,21.92,1.7,12.89
SL18-UCONN-S3,3,2019,2019_3,GOM,3,5_30_2019,122,,SA18-CB-4-FG3,CB,SA18-CB-4-MG3,CB,SA18-CB-4-FG3xSA18-CB-4-MG3,CB X CB,3,4,1,51,9,3,2.68,0.96,2.791666667,8.3,0.22,0.10636842,48.349282,160,NA,NA,NA,NA,NA,51.65,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.5592517,28750.72511,11400.20021,177.5052273,4329.755014,12040.27893,114980.1729,13447.06141,376.0012255,10.76768507,0.217900489,0.763364089,1.719390643,34.2528717,38.75848975,0.097634119,26.05989504,915.404008,0.388358211,0.797464564,21.3,1.71,12.46
