"","DWpM","WWpM","PDW","BD"
"SA18-CB-2-MG2",0.0333966576683423,0.232526303481223,-0.0325675429368125,1.96193994372079
"SL18-NL-2-MG1",-0.0920232863655111,-1.04325883200919,0.00148894503827822,-5.39239131273353
"SL18-CC-1-MG3",0.0536464509598056,0.558831369594256,0.0400572600994245,-8.35822950290281
"SL18-NC-10-MG3",-0.103823980238146,-0.7355540127039,-0.320894518473878,-9.54770426461194
"SA18-CB-7-MG3",0.207096463377548,2.13193098255449,0.0620227067901458,1.45345661422845
"SL18-OI-14-MG1",0.069910587233369,0.801846625050668,0.0442869978545689,-26.3024680072709
"SL18-CC-3-MG1",0.0203201775135978,-0.144351334291914,0.0402093780121214,-15.3144191432147
"SL18-CC-4-MG11",-0.0455612873686453,-0.354673556889391,-0.0326841151050352,-16.7771242494691
"SL18-JS-5-MG3",-0.0143424508655355,0.032385963045637,-0.1289907892037,-16.354135224429
"SL18-JS-9-MG1",-0.137768185419345,-1.39125759886081,-0.0442595770906991,-21.1261939638754
"SL18-NC-1-MG1",-0.0807039608883653,-0.731479344210918,-0.0486877146326637,-9.64804350494452
"SA18-CB-1-MG12",-0.0173391401052902,-0.302732377004877,-0.0174012580207881,-6.19373442435526
"SL18-JS-5-MG2",-0.0903514101977213,-0.345526036033823,-0.281856931112715,-17.4355303944076
"SA18-CB-10-MG3",0.201477130625875,1.79061760335447,-0.00993060264581526,6.83810600014681
"SL18-JS-6-MG3",0.180876710659664,1.35113882430845,0.313740260143112,-2.49806893622918
"SL18-LD-2-MG2",0.024229649146025,-0.2670858363157,0.333418662695618,-20.7280343187182
"SL18-JS-6-MG2",0.163850989609437,1.37747738065568,0.308185503674049,-3.65442031139488
"SL18-OI-2-MG2",-0.070644508707057,-0.938726009020558,0.147213273025032,6.22515508577464
"SL18-JS-19-MG2",-0.141489695189936,-1.33818610097581,-0.0324787054220153,-26.4672381677819
"SL18-OD-6-MG2",-0.00260189530245475,-0.0183185013295,0.0620579729180291,-5.3086255416783
"SL18-NC-15-MG1",-0.03284276420063,-0.083325841388037,-0.0596995126831966,38.560986622627
"SA18-CB-4-MG2",0.144080861526192,1.21164849557065,-0.0552035715884076,-4.9598130434645
"SL18-OD-6-MG1",0.0407435403413286,0.45209165965125,0.034324880116585,-1.72474712220939
"SA18-CB-1-MG13",0.0613879544469443,0.506932627729609,0.0312877854537596,0.124651613951956
"SL18-OI-4-MG3",-0.0683038937185333,-1.06453877134035,0.13072247520871,14.4626925102096
"SL18-NL-5-MG2",-0.0227614896260329,-0.237070652374446,-0.0508236175510218,0.0456587544552638
"SL18-NC-9-MG2",-0.0611845881830116,-0.504883136356356,0.0552133929685155,-5.85869916322449
"SL18-OI-11-MG4",-0.0250765566055469,-0.365193244280961,0.0970457003389865,-17.7164086546738
"SL18-NC-2-MG1",0.0838648603562618,0.872912577889369,-0.0310004247099542,7.87621418734567
"SL18-JS-11-MG3",-0.064671792953936,-0.425742991214644,-0.147118981012626,-0.327315951009043
"SL18-JS-9-MG2",-0.171779335176906,-1.63839560435602,-0.0518363669168909,-22.0736649882679
"SL18-JS-19-MG1",-0.0224812937182422,-0.206919171633033,0.0406289391155606,-27.0183157994101
"SL18-OD-3-MG1",-0.0656735861440945,-0.549420798054687,0.0180983391831196,-13.2626435832563
"SA18-CB-3-MG1",0.0809296401099498,0.812994580433673,-0.0237041707288017,4.60494606477529
"SL18-OD-6-MG3",0.0350026152179337,0.392687658774285,0.0600016588981484,-9.14131770895525
"SA18-CB-3-MG2",0.0211791101486284,0.287672916715735,-0.273455119770746,13.6581166568189
"SL18-NC-12-MG1",-0.0666883332822958,-0.621967337706885,-0.0145470673640672,-7.28086752776011
"SL18-JS-11-MG2",-0.125993226798783,-1.08962110481975,-0.122189597723393,-0.651994958483329
"SL18-CC-6-MG2",-0.0181232174540353,-0.126971664649158,-0.00481618493297067,-16.5225190555672
"SL18-OI-17-MG1",-0.000475646900025975,0.106752242530617,0.000364208995912507,-4.52093927146232
"SL18-CC-7-MG1",0.0696048714847813,0.859442692463402,-0.0883559293151726,7.02551970070858
"SL18-JS-6-MG1",0.077142695223437,0.0399205406889356,0.676809871984121,-13.9278424865156
"SL18-LD-13-MG3",-0.0284880196956182,-0.247942615372657,0.0544434750045648,4.79215708573314
"SL18-OI-16-MG2",-0.0556992842070118,-0.607769887531847,0.123221700203944,10.2565269829798
"SL18-LL-9-MG4",0.0336254074949683,0.380001802242229,-0.0477527457597041,26.3138809611899
"SL18-NL-7-MG2",-0.0550322102997331,-0.588041702793572,0.107914410147393,-23.9601633965378
"SL18-NC-11-MG2",-0.0694708030729725,-0.644056776862111,-0.0348513748094388,-2.55845786301375
"SL18-LD-1-MG1",-0.0527808884676044,-0.911759724179201,0.192969703506444,-21.2101795403299
"SL18-OI-11-FG1",0.0174104329584379,0.229815673011838,-0.0377222364185866,11.0200077217191
"SL18-OI-17-FG2",-0.00779869009930613,-0.223405740194713,-0.0404807055447772,-24.175418472825
"SL18-OI-18-FG3",-0.0111747220300033,-0.273055487896027,0.145196019562969,-37.7546909028645
"SL18-OI-18-FG5",0.00721672580765879,-0.381834553454104,0.23537034915199,-30.4770547006633
"SL18-OI-18-FG6",-0.00944957637164926,-0.210678396642795,0.118955183950764,-16.1498751900443
"SL18-OI-7-FG3",0.0223411149556079,0.0190616526097526,-0.0213652546349773,25.6015532272551
"SL18-SF-17-FG1",0.0156870480889594,0.161824668987885,0.00816495756859866,-8.66457272965064
"SL18-SF-17-FG3",0.00331186625320209,0.150257278838278,-0.0515490705898379,17.0029165627922
"SA18-CB-10-FG2",0.119269072823514,1.12432361181101,-0.0297885552673374,-6.32596833040709
"SL18-LD-1-FG3",-0.0429771736729078,-0.894866222889614,0.18797454185123,-15.3295442732932
"SL18-LD-4-FG1",-0.0180382347027612,-0.309510208219768,0.020436885143805,5.81173750351994
