Plot #,Number,Blade Length (cm),Blade Width Max,Blade Thickness (mm),Stipe Length (cm),Stipe Diameter (mm),Wet Weight (g),Dry Weight (g),% Dry Weight,Holdfast (Y/N),Stipe Hollow (Y/N),Bullations (Y/N),Fouling (Y/N),Sorrus Tissue (Y/N),Grazing (Y/N),Comments
S433,10,28.2,5.3,0.17,1.9,1.55,3.17,,0,,,Yes,Yes,No,No,
S434,1,,,,,,,,#DIV/0!,,,,,,,
S434,2,,,,,,,,#DIV/0!,,,,,,,
S434,3,,,,,,,,#DIV/0!,,,,,,,
S434,4,,,,,,,,#DIV/0!,,,,,,,
S434,5,,,,,,,,#DIV/0!,,,,,,,
S435,1,,,,,,,,#DIV/0!,,,,,,,
S435,2,,,,,,,,#DIV/0!,,,,,,,
S435,3,,,,,,,,#DIV/0!,,,,,,,
S435,4,,,,,,,,#DIV/0!,,,,,,,
S435,5,,,,,,,,#DIV/0!,,,,,,,
S436,1,,,,,,,,#DIV/0!,,,,,,,
S436,2,,,,,,,,#DIV/0!,,,,,,,
S436,3,,,,,,,,#DIV/0!,,,,,,,
S436,4,,,,,,,,#DIV/0!,,,,,,,
S436,5,,,,,,,,#DIV/0!,,,,,,,
S437,1,,,,,,,,#DIV/0!,,,,,,,
S437,2,,,,,,,,#DIV/0!,,,,,,,
S437,3,,,,,,,,#DIV/0!,,,,,,,
S437,4,,,,,,,,#DIV/0!,,,,,,,
S437,5,,,,,,,,#DIV/0!,,,,,,,
S438,1,,,,,,,,#DIV/0!,,,,,,,
S438,2,,,,,,,,#DIV/0!,,,,,,,
S438,3,,,,,,,,#DIV/0!,,,,,,,
S438,4,,,,,,,,#DIV/0!,,,,,,,
S438,5,,,,,,,,#DIV/0!,,,,,,,
S439,1,,,,,,,,#DIV/0!,,,,,,,
S439,2,,,,,,,,#DIV/0!,,,,,,,
S439,3,,,,,,,,#DIV/0!,,,,,,,
S439,4,,,,,,,,#DIV/0!,,,,,,,
S439,5,,,,,,,,#DIV/0!,,,,,,,
S440,1,12.7,3.1,0.16,0.65,0.52,0.94,,0,,,No,Yes,No,No,broken blade
S440,2,6.7,2.5,0.09,0.1,0.29,0.2,,0,,,No,Yes,No,No,
S440,3,6.8,2.6,0.13,0.45,0.38,0.17,,0,,,No,Yes,No,No,
S440,4,6.1,1.8,0.04,0.1,0.24,0.16,,0,,,No,Yes,No,No,
S440,5,8.4,3.5,0.15,0.7,0.61,0.37,,0,,,No,Yes,No,No,
S440,6,8.4,2.6,0.16,0.71,0.5,0.37,,0,,,No,Yes,No,No,
S440,7,10.9,3.4,0.09,0.7,0.48,0.55,,0,,,No,Yes,No,No,
S440,8,9.3,3,0.11,0.1,0.41,0.34,,0,,,No,Yes,No,No,
S440,9,7.3,2.5,0.14,0.5,0.48,0.42,,0,,,No,Yes,No,No,broken blade
S440,10,5.3,5.2,0.09,0.6,0.65,0.55,,0,,,No,Yes,No,No,crinkle
,1,,,,,,,,#DIV/0!,,,,,,,
,2,,,,,,,,#DIV/0!,,,,,,,
,3,,,,,,,,#DIV/0!,,,,,,,
,4,,,,,,,,#DIV/0!,,,,,,,
,5,,,,,,,,#DIV/0!,,,,,,,
S441,1,18.1,3.4,0.17,0.607,0.7,0.65,,0,,,Yes,Yes,No,No,
S441,2,17.2,3.2,0.56,0.463,0.72,0.67,,0,,,No,Yes,No,No,
S441,3,14.8,2.3,0.44,0.732,0.75,0.54,,0,,,No,Yes,No,No,mussel set
S441,4,13.9,2.3,0.41,0.8,0.67,0.42,,0,,,No,Yes,No,No,
S441,5,16.6,2.7,0.29,0.91,0.78,0.64,,0,,,No,Yes,No,No,
S441,6,18.9,3.3,0.52,0.799,1.1,0.79,,0,,,No,Yes,No,No,
S441,7,9.4,2.6,0.26,0.511,0.46,0.25,,0,,,No,Yes,No,No,mussel set
S441,8,10.1,2.1,0.21,0.71,0.38,0.34,,0,,,No,Yes,No,No,
S441,9,13.1,2.7,0.17,0.985,0.69,0.49,,0,,,No,Yes,No,No,
S441,10,13.5,1.9,0.49,0.943,0.4,0.41,,0,,,No,Yes,No,No,
S442,1,25.9,5.3,0.24,0.957,0.91,2.98,,0,,,No,Yes,No,No,
S442,2,30.1,5,0.11,1.173,0.98,2.86,,0,,,Yes,Yes,No,No,
S442,3,27.1,6,0.1,1.195,1.03,4.82,,0,,,No,Yes,No,No,
S442,4,24.1,5.5,0.12,0.976,0.86,2.66,,0,,,No,Yes,No,No,
S442,5,22.2,5.3,0.12,1.094,0.76,2.12,,0,,,No,Yes,No,No,
S442,6,29.4,5.6,0.12,1.339,0.99,4.2,,0,,,No,Yes,No,No,
S442,7,22.9,6.5,0.11,1.034,0.89,3.23,,0,,,No,Yes,No,No,
S442,8,24.7,4.5,0.21,0.55,0.68,1.94,,0,,,No,Yes,No,No,
S442,9,22.5,5.2,0.15,0.671,0.8,2.2,,0,,,Yes,Yes,No,No,
S442,10,24.7,5.6,0.27,1.023,0.98,2.27,,0,,,Yes,Yes,No,No,
S443,1,25.9,4.1,0.37,0.886,1.21,3.73,,0,,,Yes,Yes,No,No,
S443,2,18.9,2.6,0.3,0.629,0.9,1.16,,0,,,Yes,Yes,No,No,
S443,3,23.7,3.4,0.35,0.789,0.9,2.2,,0,,,Yes,Yes,No,No,
S443,4,24.6,3.7,0.27,0.946,0.92,3.1,,0,,,Yes,Yes,No,No,
S443,5,15.9,3.3,0.31,0.542,0.74,1.23,,0,,,Yes,Yes,No,No,
S443,6,5.9,1.4,0.21,0.27,0.34,0.21,,0,,,No,Yes,No,No,
S443,7,7.8,2.5,0.15,0.506,0.37,0.31,,0,,,No,Yes,No,No,
S443,8,5.8,2.2,0.11,0.559,0.43,0.2,,0,,,No,Yes,No,No,
S443,9,6.3,2.2,0.11,0.169,0.38,0.22,,0,,,No,Yes,No,No,
S443,10,7.3,1.4,0.06,0.599,0.26,0.22,,0,,,No,Yes,No,No,
S444,1,4.6,1.8,0.08,0.431,0.23,0.04,,0,,,No,Yes,No,No,
S444,2,5.4,1.4,0.18,0.624,0.3,0.09,,0,,,No,Yes,No,No,
S444,3,4.1,1.3,0.18,0.552,0.27,0.01,,0,,,No,Yes,No,No,
S444,4,3.1,1.2,0.09,0.38,0.17,0.01,,0,,,No,Yes,No,No,
S444,5,6.5,2.5,0.26,0.59,0.29,0.18,,0,,,No,Yes,No,No,
S444,6,8.2,2.9,0.16,0.441,0.38,0.42,,0,,,No,Yes,No,No,
S444,7,6.4,2.2,0.31,0.919,0.55,0.27,,0,,,No,Yes,No,No,
S444,8,6.2,2.6,0.31,0.663,0.46,0.31,,0,,,No,Yes,No,No,
S444,9,13.1,4.4,0.12,0.361,0.61,1.29,,0,,,Yes,Yes,No,No,
S444,10,11.7,4,0.28,0.735,0.78,1.29,,0,,,Yes,Yes,No,No,
S445,1,,,,,,,,#DIV/0!,,,,,,,
S445,2,,,,,,,,#DIV/0!,,,,,,,
S445,3,,,,,,,,#DIV/0!,,,,,,,
S445,4,,,,,,,,#DIV/0!,,,,,,,
S445,5,,,,,,,,#DIV/0!,,,,,,,
,1,,,,,,,,#DIV/0!,,,,,,,
,2,,,,,,,,#DIV/0!,,,,,,,
,3,,,,,,,,#DIV/0!,,,,,,,
,4,,,,,,,,#DIV/0!,,,,,,,
,5,,,,,,,,#DIV/0!,,,,,,,
S446,1,13.4,3.9,0.17,0.35,0.69,1.66,,0,,,No,Yes,No,No,
S446,2,13.8,2.8,0.19,0.75,0.6,0.76,,0,,,No,Yes,No,No,
S446,3,13.9,3.6,0.18,0.64,0.69,1.25,,0,,,No,Yes,No,No,
S446,4,12.1,3.1,0.15,0.73,0.71,0.82,,0,,,No,Yes,No,No,
S446,5,18.8,5.1,0.26,0.3,0.75,2.37,,0,,,No,Yes,No,No,
S446,6,12.3,3.6,0.17,0.2,0.34,0.83,,0,,,No,Yes,No,No,
S446,7,15.2,3.6,0.29,0.66,1,1.63,,0,,,No,Yes,No,No,
S446,8,11.8,3.4,0.22,0.4,0.6,0.82,,0,,,No,Yes,No,No,
S446,9,16.8,4,0.34,0.35,0.63,1.52,,0,,,No,Yes,No,No,
S446,10,14.4,3.5,0.22,0.34,0.7,1.48,,0,,,No,Yes,No,No,
S447,1,,,,,,,,#DIV/0!,,,,,,,
S447,2,,,,,,,,#DIV/0!,,,,,,,
S447,3,,,,,,,,#DIV/0!,,,,,,,
S447,4,,,,,,,,#DIV/0!,,,,,,,
S447,5,,,,,,,,#DIV/0!,,,,,,,
S448,1,12.7,4.1,0.14,0.93,0.69,0.88,,0,,,Yes,Yes,No,No,
S448,2,14.4,3.1,0.17,0.89,0.61,0.65,,0,,,Yes,Yes,No,No,
S448,3,16.4,5.4,0.28,1.07,0.75,1.75,,0,,,Yes,Yes,No,No,
S448,4,13.9,4.1,0.12,1.15,0.72,1.14,,0,,,No,Yes,No,No,
S448,5,16.4,4.4,0.13,0.92,0.75,1.54,,0,,,Yes,Yes,No,No,
S448,6,14.5,4.4,0.1,0.93,0.71,1.07,,0,,,Yes,Yes,No,No,
S448,7,16.9,4.3,0.12,1.3,0.87,1.44,,0,,,Yes,Yes,No,No,
S448,8,17.7,5.6,0.1,0.98,0.82,1.88,,0,,,Yes,Yes,No,No,
S448,9,11.9,3.6,0.06,0.97,0.54,0.57,,0,,,Yes,Yes,No,No,
S448,10,18,4.5,0.18,1.3,0.78,1.71,,0,,,No,Yes,No,No,
