Plot #,Cross ID,FemaleGP,Female Location,MaleGP,Male Location,Crosses,Cross Location,Category,Site,F_Keeper,M_Keeper,Painting Density ,Development Ranking,Contamination is Culture,Line ,Position,Block,Harvest Date,Sample Date,Time,Recorder,Photo,Photo Score,Wet Weight of Plot (kg),Length of Plot (m),Wet Weight per meter (kg),% Dry Weight (Subsample),Dry Yield (kg/m) (Subsample),% Dry Weight (Individual),Dry Yield (kg/m) (Individual),Sporphyte Density per Meter,Blade Length (cm),Blade Width Max (cm),Blade Thickness (mm),Stipe Length (cm),Stipe Diameter (mm),% Dry Weight,Stipe Hollow (Y),Stipe Hollow (N),Bullations (Y),Bullations (N),Fouling (Y),Fouling (N),Sorrus Tissue (Y),Sorrus Tissue (N)
S358,SL20_UCONN_S358,SL18-FW-14-FG2,FW,SL18-TI-6-MG3,TI,SL18-FW-14-FG2 x SL18-TI-6-MG3,FW x TI,,SNE,,,,,,1,10,,6/1/21,6/1/21,,,Yes,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S359,SL20_UCONN_S359,SL18-FI-1-FG2,FI,SL18-BL-17-MG1,BL,SL18-FI-1-FG2 x SL18-BL-17-MG1,FI x BL,,SNE,,,,,,1,11,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S360,SL20_UCONN_S360,SL18-FW-14-FG13,FW,SL18-FI-2-MG3,FI,SL18-FW-14-FG13 x SL18-FI-2-MG3,FW x FI,,SNE,,,,,,1,12,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S361,SL20_UCONN_S361,SL18-FI-1-FG6,FI,SL18-TI-6-MG3,TI,SL18-FI-1-FG6 x SL18-TI-6-MG3,FI x TI,,SNE,,,,,,1,13,,6/1/21,6/1/21,,,Yes,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S362,SL20_UCONN_S362,SL18-FW-14-FG13,FW,SL18-PI-1-MG5,PI,SL18-FW-14-FG13 x SL18-PI-1-MG5,FW x PI,,SNE,,,,,,1,14,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S363,SL20_UCONN_S363,SL18-FW-14-FG1,FW,SL18-BL-13-MG1,BL,SL18-FW-14-FG1 x SL18-BL-13-MG1,FW x BL,,SNE,,,,,,1,15,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S364,SL20_UCONN_S364,SL18-TI-4-FG3,TI,SL18-FW-2-MG4,FW,SL18-TI-4-FG3 x SL18-FW-2-MG4,TI x FW,,SNE,,,,,,1,16,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,37,13.24,3.47,0.19,0.82,0.64,NA,0,0,0,10,10,0,0,10
S365,SL20_UCONN_S365,SL18-FI-1-FG6,FI,SL18-PI-1-MG11,PI,SL18-FI-1-FG6 x SL18-PI-1-MG11,FI x PI,,SNE,,,,,,1,17,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S366,SL20_UCONN_S366,SL18-FI-1-FG11,FI,SL18-TI-3-MG14,TI,SL18-FI-1-FG11 x SL18-TI-3-MG14,FI x TI,,SNE,,,,,,1,18,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S367,SL20_UCONN_S367,SL18-BL-18-FG10,BL,SL18-PI-1-MG4,PI,SL18-BL-18-FG10 x SL18-PI-1-MG4,BL x PI,,SNE,,,,,,1,19,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,29,26.24,8.31,0.26,1.06,1.01,NA,0,0,8,2,10,0,0,10
S368,SL20_UCONN_S368,SL19-LR-2-FG1,LR,SL18-BL-12-MG1,BL,SL19-LR-2-FG1 x SL18-BL-12-MG1,LR x BL,,SNE,,,,,,1,20,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S369,SL20_UCONN_S369,SL18-FI-1-FG6,FI,SL18-FW-21-MG2,FW,SL18-FI-1-FG6 x SL18-FW-21-MG2,FI x FW,,SNE,,,,,,1,21,,6/1/21,6/1/21,,,Yes,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S370,SL20_UCONN_S370,SL18-FI-1-FG4,FI,SL18-PI-MG5,PI,SL18-FI-1-FG4 x SL18-PI-MG5,FI x PI,,SNE,,,,,,1,22,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S371,SL20_UCONN_S371,SL18-FI-2-FG10,FI,SL18-BL-17-MG2,BL,SL18-FI-2-FG10 x SL18-BL-17-MG2,FI x BL,,SNE,,,,,,2,1,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,7,9.86,3.14,0.49,0.33,0.07,NA,0,0,0,5,0,5,0,5
S372,SL20_UCONN_S372,SL18-FI-2-FG4,FI,SL18-FW-12-MG2,FW,SL18-FI-2-FG4 x SL18-FW-12-MG2,FI x FW,,SNE,,,,,,2,2,,6/1/21,6/1/21,,,Yes,,,,NA,,NA,NA,NA,23,10.24,2.39,0.2,0.44,0.53,NA,0,0,0,10,10,0,0,10
S373,SL20_UCONN_S373,SL19-LR-5-FG1,LR,SL18-TI-1-MG11,TI,SL19-LR-5-FG1 x SL18-TI-1-MG11,LR x TI,,SNE,,,,,,2,3,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,56,18.17,3.51,0.17,0.85,0.76,NA,0,0,9,1,10,0,0,10
S374,SL20_UCONN_S374,SL18-FI-1-FG10,FI,SL18-FW-2-MG4,FW,SL18-FI-1-FG10 x SL18-FW-2-MG4,FI x FW,,SNE,,,,,,2,4,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S375,SL20_UCONN_S375,SL18-BL-18-FG11,BL,SL18-PI-1-MG11,PI,SL18-BL-18-FG11 x SL18-PI-1-MG11,BL x PI,,SNE,,,,,,2,5,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S376,SL20_UCONN_S376,SL18-FW-14-FG13,FW,SL18-TI-2-MG5,TI,SL18-FW-14-FG13 x SL18-TI-2-MG5,FW x TI,,SNE,,,,,,2,6,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S377,SL20_UCONN_S377,SL18-FW-14-FG11,FW,SL18-PI-MG5,PI,SL18-FW-14-FG11 x SL18-PI-MG5,FW x PI,,SNE,,,,,,2,7,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S378,SL20_UCONN_S378,SL19-LR-5-FG1,LR,SL18-FW-2-MG2,FW,SL19-LR-5-FG1 x SL18-FW-2-MG2,LR x FW,,SNE,,,,,,2,8,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,134,23.64,4.88,0.78,0.92,1.06,NA,0,0,10,0,10,0,0,10
S379,SL20_UCONN_S379,SL18-TI-4-FG3,TI,SL18-TI-2-MG1,TI,SL18-TI-4-FG3 x SL18-TI-2-MG1,TI x TI,,SNE,,,,,,2,9,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S380,SL20_UCONN_S380,SL18-FI-2-FG4,FI,SL18-FW-2-MG2,FW,SL18-FI-2-FG4 x SL18-FW-2-MG2,FI x FW,,SNE,,,,,,2,10,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S381,SL20_UCONN_S381,SL18-FI-1-FG6,FI,SL18-FW-21-MG2,FW,SL18-FI-1-FG6 x SL18-FW-21-MG2,FI x FW,,SNE,,,,,,2,11,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
,Check1,LIS-F1-3,F1,SL-CT1-MG2,CT1,LIS-F1-3 x SL-CT1-MG2,F1 x CT1,,SNE,,,,,,2,12,,6/1/21,6/1/21,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S382,SL20_UCONN_S382,SL18-FW-14-FG2,FW,SL18-TI-4-MG3,TI,SL18-FW-14-FG2 x SL18-TI-4-MG3,FW x TI,,SNE,,,,,,2,13,,6/1/21,6/1/21,,,,,,,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S383,SL20_UCONN_S383,SL18-TI-3-FG4,TI,SL18-PI-1-MG5,PI,SL18-TI-3-FG4 x SL18-PI-1-MG5,TI x PI,,SNE,,,,,,2,14,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S384,SL20_UCONN_S384,SL18-TI-3-FG4,TI,SL18-BL-12-MG3,BL,SL18-TI-3-FG4 x SL18-BL-12-MG3,TI x BL,,SNE,,,,,,2,15,,6/1/21,6/1/21,,,,,,,,,,NA,NA,34,14.21,3.29,0.17,0.6,0.48,NA,0,0,3,7,10,0,0,10
S385,SL20_UCONN_S385,SL18-FI-1-FG10,FI,SL18-FW-21-MG2,FW,SL18-FI-1-FG10 x SL18-FW-21-MG2,FI x FW,,SNE,,,,,,2,16,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S386,SL20_UCONN_S386,SL18-PI-1-FG10,PI,SL18-FI-1-MG2,FI,SL18-PI-1-FG10 x SL18-FI-1-MG2,PI x FI,,SNE,,,,,,2,17,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S387,SL20_UCONN_S387,SL18-TI-3-FG4,TI,SL18-FI-2-MG3,FI,SL18-TI-3-FG4 x SL18-FI-2-MG3,TI x FI,,SNE,,,,,,2,18,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S388,SL20_UCONN_S388,SL19-LR-5-FG1,LR,SL18-PI-1-MG5,PI,SL19-LR-5-FG1 x SL18-PI-1-MG5,LR x PI,,SNE,,,,,,2,19,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S389,SL20_UCONN_S389,SL18-BL-18-FG11,BL,SL18-TI-3-MG3,TI,SL18-BL-18-FG11 x SL18-TI-3-MG3,BL x TI,,SNE,,,,,,2,20,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S390,SL20_UCONN_S390,SL18-TI-4-FG3,TI,SL18-FW-2-MG1,FW,SL18-TI-4-FG3 x SL18-FW-2-MG1,TI x FW,,SNE,,,,,,2,21,,6/1/21,6/1/21,,,,,,,,,,NA,NA,127,21.53,4.2,0.28,1.17,1.01,NA,0,0,0,10,10,0,0,10
,Check1,LIS-F1-3,F1,SL-CT1-MG2,CT1,LIS-F1-3 x SL-CT1-MG2,F1 x CT1,,SNE,,,,,,2,22,,6/1/21,6/1/21,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S391,SL20_UCONN_S391,SL18-FI-2-FG1,FI,SL18-TI-5-MG2,TI,SL18-FI-2-FG1 x SL18-TI-5-MG2,FI x TI,,SNE,,,,,,3,1,,6/1/21,6/1/21,,,,,,,,,,NA,NA,39,8.67,2.23,0.11,0.41,0.42,NA,0,0,0,10,10,0,0,10
S392,SL20_UCONN_S392,SL18-FI-1-FG13,FI,SL18-TI-4-MG2,TI,SL18-FI-1-FG13 x SL18-TI-4-MG2,FI x TI,,SNE,,,,,,3,2,,6/1/21,6/1/21,,,,,,,,,,NA,NA,19,12.27,2.91,0.12,0.56,0.5,NA,0,0,0,10,10,0,0,10
S393,SL20_UCONN_S393,SL18-FI-1-FG2,FI,SL18-BL-12-MG2,BL,SL18-FI-1-FG2 x SL18-BL-12-MG2,FI x BL,,SNE,,,,,,3,3,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S394,SL20_UCONN_S394,SL18-FW-14-FG12,FW,SL18-PI-1-MG3,PI,SL18-FW-14-FG12 x SL18-PI-1-MG3,FW x PI,,SNE,,,,,,3,4,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
,Check1,LIS-F1-3,F1,SL-CT1-MG2,CT1,LIS-F1-3 x SL-CT1-MG2,F1 x CT1,,SNE,,,,,,3,5,,6/1/21,6/1/21,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S395,SL20_UCONN_S395,SL18-TI-4-FG3,TI,SL18-TI-3-MG3,TI,SL18-TI-4-FG3 x SL18-TI-3-MG3,TI x TI,,SNE,,,,,,3,6,,6/1/21,6/1/21,,,,,,,,,,NA,NA,288,26.29,4.86,0.27,1.01,0.94,NA,0,0,6,4,10,0,0,10
S396,SL20_UCONN_S396,SL19-LR-5-FG1,LR,SL18-PI-1-MG4,PI,SL19-LR-5-FG1 x SL18-PI-1-MG4,LR x PI,,SNE,,,,,,3,7,,6/1/21,6/1/21,,,,,,,,,,NA,NA,57,19.06,3.98,0.29,1.03,0.61,NA,0,0,8,2,10,0,0,10
S397,SL20_UCONN_S397,SL18-FW-14-FG12,FW,SL18-TI-1-MG11,TI,SL18-FW-14-FG12 x SL18-TI-1-MG11,FW x TI,,SNE,,,,,,3,8,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S398,SL20_UCONN_S398,SL18-FW-14-FG11,FW,SL18-FI-1-MG2,FI,SL18-FW-14-FG11 x SL18-FI-1-MG2,FW x FI,,SNE,,,,,,3,9,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S399,SL20_UCONN_S399,SL18-FI-1-FG11,FI,SL18-PI-1-MG5,PI,SL18-FI-1-FG11 x SL18-PI-1-MG5,FI x PI,,SNE,,,,,,3,10,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S400,SL20_UCONN_S400,SL19-LR-2-FG1,LR,SL18-BL-17-MG2,BL,SL19-LR-2-FG1 x SL18-BL-17-MG2,LR x BL,,SNE,,,,,,3,11,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S401,SL20_UCONN_S401,SL19-LR-2-FG1,LR,SL18-BL-12-MG2,BL,SL19-LR-2-FG1 x SL18-BL-12-MG2,LR x BL,,SNE,,,,,,3,12,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S402,SL20_UCONN_S402,SL18-BL-18-FG11,BL,SL18-PI-1-MG5,PI,SL18-BL-18-FG11 x SL18-PI-1-MG5,BL x PI,,SNE,,,,,,3,13,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S403,SL20_UCONN_S403,SL19-LR-2-FG1,LR,SL18-BL-10-MG2,BL,SL19-LR-2-FG1 x SL18-BL-10-MG2,LR x BL,,SNE,,,,,,3,14,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S404,SL20_UCONN_S404,SL18-FW-14-FG1,FW,SL18-PI-1-MG2,PI,SL18-FW-14-FG1 x SL18-PI-1-MG2,FW x PI,,SNE,,,,,,3,15,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S405,SL20_UCONN_S405,SL18-DB-6-FG1,DB,SL18-PI-1-MG3,PI,SL18-DB-6-FG1 x SL18-PI-1-MG3,DB x PI,,SNE,,,,,,3,16,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S406,SL20_UCONN_S406,SL18-FI-2-FG4,FI,SL18-PI-1-MG4,PI,SL18-FI-2-FG4 x SL18-PI-1-MG4,FI x PI,,SNE,,,,,,3,17,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S407,SL20_UCONN_S407,SL18-FW-14-FG13,FW,SL18-FI-1-MG2,FI,SL18-FW-14-FG13 x SL18-FI-1-MG2,FW x FI,,SNE,,,,,,3,18,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
,Check1,LIS-F1-3,F1,SL-CT1-MG2,CT1,LIS-F1-3 x SL-CT1-MG2,F1 x CT1,,SNE,,,,,,3,19,,6/1/21,6/1/21,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S408,SL20_UCONN_S408,SL18-TI-3-FG6,TI,SL18-BL-11-MG4,BL,SL18-TI-3-FG6 x SL18-BL-11-MG4,TI x BL,,SNE,,,,,,3,20,,6/1/21,6/1/21,,,,,,,,,,NA,NA,10,12.97,2.69,0.19,0.77,0.58,NA,0,0,1,9,10,0,0,10
S409,SL20_UCONN_S409,SL18-DB-6-FG1,DB,SL18-BL-11-MG4,BL,SL18-DB-6-FG1 x SL18-BL-11-MG4,DB x BL,,SNE,,,,,,3,21,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S410,SL20_UCONN_S410,SL18-FW-21-FG4,FW,SL18-TI-4-MG1,TI,SL18-FW-21-FG4 x SL18-TI-4-MG1,FW x TI,,SNE,,,,,,3,22,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S411,SL20_UCONN_S411,SL18-FW-21-FG4,FW,SL18-TI-5-MG1,TI,SL18-FW-21-FG4 x SL18-TI-5-MG1,FW x TI,,SNE,,,,,,4,1,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S412,SL20_UCONN_S412,SL18-FW-21-FG4,FW,SL18-PI-1-MG3,PI,SL18-FW-21-FG4 x SL18-PI-1-MG3,FW x PI,,SNE,,,,,,4,2,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S413,SL20_UCONN_S413,SL19-LR-2-FG1,LR,SL18-TI-6-MG3,TI,SL19-LR-2-FG1 x SL18-TI-6-MG3,LR x TI,,SNE,,,,,,4,3,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S414,SL20_UCONN_S414,SL19-LR-2-FG1,LR,SL18-TI-2-MG2,TI,SL19-LR-2-FG1 x SL18-TI-2-MG2,LR x TI,,SNE,,,,,,4,4,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S415,SL20_UCONN_S415,SL18-FW-21-FG4,FW,SL18-BL-12-MG3,BL,SL18-FW-21-FG4 x SL18-BL-12-MG3,FW x BL,,SNE,,,,,,4,5,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S416,SL20_UCONN_S416,SL18-FW-14-FG11,FW,SL18-FI-2-MG3,FI,SL18-FW-14-FG11 x SL18-FI-2-MG3,FW x FI,,SNE,,,,,,4,6,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S417,SL20_UCONN_S417,SL18-FI-2-FG4,FI,SL18-TI-3-MG3,TI,SL18-FI-2-FG4 x SL18-TI-3-MG3,FI x TI,,SNE,,,,,,4,7,,6/1/21,6/1/21,,,,,,,,,,NA,NA,27,10.58,2.24,0.17,0.48,0.59,NA,0,0,0,10,10,0,0,10
,Check1,LIS-F1-3,F1,SL-CT1-MG2,CT1,LIS-F1-3 x SL-CT1-MG2,F1 x CT1,,SNE,,,,,,4,8,,6/1/21,6/1/21,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S418,SL20_UCONN_S418,SL18-DB-6-FG1,DB,SL18-BL-17-MG1,BL,SL18-DB-6-FG1 x SL18-BL-17-MG1,DB x BL,,SNE,,,,,,4,9,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S419,SL20_UCONN_S419,SL18-FI-1-FG13,FI,SL18-PI-1-MG2,PI,SL18-FI-1-FG13 x SL18-PI-1-MG2,FI x PI,,SNE,,,,,,4,10,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S420,SL20_UCONN_S420,SL18-FI-1-FG2,FI,SL18-TI-5-MG2,TI,SL18-FI-1-FG2 x SL18-TI-5-MG2,FI x TI,,SNE,,,,,,4,11,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S421,SL20_UCONN_S421,SL18-FW-14-FG2,FW,SL18-BL-12-MG1,BL,SL18-FW-14-FG2 x SL18-BL-12-MG1,FW x BL,,SNE,,,,,,4,12,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S422,SL20_UCONN_S422,SL19-LR-5-FG1,LR,SL18-BL-11-MG1,BL,SL19-LR-5-FG1 x SL18-BL-11-MG1,LR x BL,,SNE,,,,,,4,13,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
,Check1,LIS-F1-3,F1,SL-CT1-MG2,CT1,LIS-F1-3 x SL-CT1-MG2,F1 x CT1,,SNE,,,,,,4,14,,6/1/21,6/1/21,,,,,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S423,SL20_UCONN_S423,SL18-FI-1-FG4,FI,SL18-FW-2-MG1,FW,SL18-FI-1-FG4 x SL18-FW-2-MG1,FI x FW,,SNE,,,,,,4,15,,6/1/21,6/1/21,,,,,,,,,,NA,NA,215,17.5,4.01,0.2,1.06,0.62,NA,0,0,0,10,10,0,0,10
S424,SL20_UCONN_S424,SL19-LR-5-FG1,LR,SL18-BL-10-MG2,BL,SL19-LR-5-FG1 x SL18-BL-10-MG2,LR x BL,,SNE,,,,,,4,16,,6/1/21,6/1/21,,,,,,,,,,NA,NA,210,24.45,4.76,0.29,1.03,0.82,NA,0,0,10,0,10,0,0,10
S425,SL20_UCONN_S425,SL18-FW-14-FG12,FW,SL18-TI-3-MG2,TI,SL18-FW-14-FG12 x SL18-TI-3-MG2,FW x TI,,SNE,,,,,,4,17,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S426,SL20_UCONN_S426,SL18-PI-1-FG3,PI,SL18-TI-5-MG1,TI,SL18-PI-1-FG3 x SL18-TI-5-MG1,PI x TI,,SNE,,,,,,4,18,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S427,SL20_UCONN_S427,SL18-FI-1-FG6,FI,SL18-BL-13-MG1,BL,SL18-FI-1-FG6 x SL18-BL-13-MG1,FI x BL,,SNE,,,,,,4,19,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S428,SL20_UCONN_S428,SL18-FW-21-FG4,FW,SL18-FI-2-MG3,FI,SL18-FW-21-FG4 x SL18-FI-2-MG3,FW x FI,,SNE,,,,,,4,20,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S429,SL20_UCONN_S429,SL18-FI-2-FG1,FI,SL18-PI-1-MG3,PI,SL18-FI-2-FG1 x SL18-PI-1-MG3,FI x PI,,SNE,,,,,,4,21,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S430,SL20_UCONN_S430,SL18-TI-3-FG5,TI,SL18-PI-1-MG11,PI,SL18-TI-3-FG5 x SL18-PI-1-MG11,TI x PI,,SNE,,,,,,5,1,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S431,SL20_UCONN_S431,SL18-FI-2-FG4,FI,SL18-TI-1-MG4,TI,SL18-FI-2-FG4 x SL18-TI-1-MG4,FI x TI,,SNE,,,,,,5,2,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S432,SL20_UCONN_S432,SL18-BL-18-FG11,BL,SL18-TI-5-MG1,TI,SL18-BL-18-FG11 x SL18-TI-5-MG1,BL x TI,,SNE,,,,,,5,3,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S433,SL20_UCONN_S433,SL18-BL-18-FG10,BL,SL18-PI-1-MG3,PI,SL18-BL-18-FG10 x SL18-PI-1-MG3,BL x PI,,SNE,,,,,,5,4,,6/1/21,6/1/21,,,,,,,,,,NA,NA,46,22.81,4.29,3.29,1.42,0.97,NA,0,0,5,5,10,0,0,10
S434,SL20_UCONN_S434,SL18-FW-14-FG11,FW,SL18-PI-1-MG4,PI,SL18-FW-14-FG11 x SL18-PI-1-MG4,FW x PI,,SNE,,,,,,5,5,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S435,SL20_UCONN_S435,SL18-FI-1-FG6,FI,SL18-PI-1-MG5,PI,SL18-FI-1-FG6 x SL18-PI-1-MG5,FI x PI,,SNE,,,,,,5,6,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S436,SL20_UCONN_S436,SL19-LR-5-FG2,LR,SL18-FW-2-MG1,FW,SL19-LR-5-FG2 x SL18-FW-2-MG1,LR x FW,,SNE,,,,,,5,7,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
S437,SL20_UCONN_S437,SL18-TI-4-FG3,TI,SL18-FW-12-MG6,FW,SL18-TI-4-FG3 x SL18-FW-12-MG6,TI x FW,,SNE,,,,,,5,8,,6/1/21,6/1/21,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0
