"","crossID","Order_1","Year","plotNo","Region","plotNo_Numeric","date","GrowDays","Paint2Plant","femaPar","femaParLoc","malePar","maleParLoc","Crosses","CrossLoc","PlantingDens","development","line","position","block","PhotoScore","wetWgtPlot","lengthPlot","wetWgtPerM","percDryWgt","dryWgtPerM","AshFreedryWgtPerM","Ash.Free..","densityBlades","Carbon..Celignis.","Hydrogen..Celignis.","Nitrogen..Celignis.","Sulphur..Celignis.","Oxygen..Celignis.","Ash..Celignis.","Ash..WHOI.","Moisture","HHV","LHV","Total.Sugars","Mannuronic","Guluronic","Glucuronic","Mannitol","Fucose","Glucan","Xylan","Mannan","Galactan","B11","Na23","Mg26","Al27","P31","S34","K39","Ca44","Fe54","Mn55","Co59","Ni60","Cu63","Zn66","As75","Se78","Rb85","Sr88","Mo98","Cd111","C..UCONN.","N..UCONN.","C.N..UCONN.","Ash","C_N1","C_N_Combine","AshFDwPM","popChk","withinLoc","isSelf"
"514","SL18-UCONN-S98",97,"2019","2019_98","GOM","98","5_30_2019","122",NA,"SL18-NL-6-FG1","NL","SL18-LD-3-MG2","LD","SL18-NL-6-FG1xSL18-LD-3-MG2","NL X LD",3,4,"3",27,"5",3,4.51,0.88,5.125,7.7,0.35,0.168831058,48.237445,600,NA,NA,NA,NA,NA,51.76,NA,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.3984777,27204.29791,9606.35709,215.125649,4917.025402,11942.81796,135126.0907,11630.73072,428.3732542,12.25856515,0.210587895,0.50057763,1.47481697,42.87635994,37.52314831,0.110592901,27.41034364,732.9172882,0.223695062,1.211799324,22.05,1.69,13.05,51.76,NA,13.05,0.1903671,"ES","0","0"
"586","SL18-UCONN-S99",98,"2019","2019_99","GOM","99","5_30_2019","122",NA,"SL18-NL-6-FG1","NL","SL18-NL-2-MG1","NL","SL18-NL-6-FG1xSL18-NL-2-MG1","NL X NL",2,4,"1",34,"6",3,2.69,0.94,2.861702128,9.09,0.24,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ES","1","0"
"519","Check",570,"2019","Z1-A","GOM","C1-A","5_29_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",1,1,"2",47,"8",3,2.71,0.86,3.151162791,10.96,0.3,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z1","1","1"
"520","Check",571,"2019","Z1-B","GOM","C1-B","5_29_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",1,1,"2",8,"2",3,2.09,0.56,3.732142857,13.88,0.29,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z1","1","1"
"521","Check",572,"2019","Z1-C","GOM","C1-C","5_29_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",1,1,"2",22,"4",3,3.87,0.9,4.3,8.09,0.31,NA,NA,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z1","1","1"
"522","Check",573,"2019","Z1-D","GOM","C1-D","5_30_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",2,1,"1",25,"5",3,1.15,0.85,1.352941176,9.1,0.1,NA,NA,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z1","1","1"
"523","Check",574,"2019","Z1-E","GOM","C1-E","5_30_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",1,1,"1",45,"8",3,2.02,0.94,2.14893617,8.25,0.17,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z1","1","1"
"524","Check",575,"2019","Z1-F","GOM","C1-F","5_30_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",2,1,"3",6,"1",3,4.41,0.87,5.068965517,9.31,0.41,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,1.96,13.27,NA,NA,13.27,NA,"Z1","1","1"
"525","Check",576,"2019","Z1-G","GOM","C1-G","5_31_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",2,1,"4",32,"6",3,2.64,0.8,3.3,7.73,0.2,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z1","1","1"
"432","Check",577,"2019","Z1-H","GOM","C1-H","5_31_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",2,1,"4",38,"7",3,3.67,0.84,4.369047619,10.2,0.37,0.228105,61.65,260,NA,NA,NA,NA,NA,38.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.8926042,22787.92054,7366.960789,70.2997273,2747.196269,9470.36548,104659.2555,8764.280421,211.6597553,9.954417242,0.142729306,0.771933401,1.384031836,48.52747717,23.15405822,0.094785441,22.50467578,490.4569618,0.163337872,1.260414161,25.26,2.05,12.32,38.35,NA,12.32,0.274738821425577,"Z1","1","1"
"526","Check",578,"2019","Z1-I","GOM","C1-I","5_31_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",1,1,"4",49,"9",3,3.65,0.84,4.345238095,8.6,0.31,NA,NA,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z1","1","1"
"527","Check",579,"2019","Z1-J","GOM","C1-J","5_31_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-1-MG1","ME","SL18-ME-1-FG1xSL18-ME-1-MG1","ME X ME",1,1,"4",15,"3",3,2.34,0.71,3.295774648,9.37,0.22,NA,NA,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z1","1","1"
"528","Check",580,"2019","Z2-A","GOM","C2-A","5_29_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME",1,1,"2",18,"3",3,1.75,0.87,2.011494253,9.94,0.17,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z2","1","0"
"529","Check",581,"2019","Z2-B","GOM","C2-B","5_30_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME",1,1,"1",52,"9",3,1.56,0.89,1.752808989,10.44,0.16,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z2","1","0"
"518","Check",583,"2019","Z2-D","GOM","C2-D","5_30_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME",1,1,"3",28,"5",3,2.83,1.05,2.695238095,7.81,0.22,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z2","1","0"
"530","Check",584,"2019","Z2-E","GOM","C2-E","5_31_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME",1,1,"3",40,"7",3,2.5,0.87,2.873563218,4.97,0.12,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z2","1","0"
"428","Check",585,"2019","Z2-F","GOM","C2-F","5_31_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME",1,1,"3",45,"8",3,2.36,0.82,2.87804878,10.21,0.24,0.14928,62.2,120,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.3404027,37492.80521,11800.05972,198.643911,2740.142319,11326.71403,81141.21028,11314.21868,418.7126791,12.68199877,0.290627375,2.62147728,1.914622802,54.49505745,22.82882605,0.111304897,18.37588443,603.1217585,0.22023041,0.851081412,27.44,1.91,14.37,37.8,NA,14.37,0.182773941432436,"Z2","1","0"
"436","Check",586,"2019","Z2-G","GOM","C2-G","5_31_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME",1,1,"4",8,"2",3,3.06,0.87,3.517241379,9.82,0.3,0.18144,60.48,220,NA,NA,NA,NA,NA,39.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.6931204,29173.85891,8729.291904,85.30169418,2630.057769,9534.187517,122042.6751,9265.780417,142.6780979,6.434395044,0.094529379,0.240449273,2.130153109,23.10106867,22.99731789,0.117120749,27.18187818,497.4766192,0.211975963,0.461492742,28.32,1.75,16.18,39.52,NA,16.18,0.208893748947085,"Z2","1","0"
"355","Check",587,"2019","Z2-H","GOM","C2-H","5_31_2019","122",NA,"SL18-ME-1-FG1","ME","SL18-ME-2-MG2","ME","SL18-ME-1-FG1xSL18-ME-2-MG2","ME X ME",2,1,"4",20,"4",2,1.15,0.84,1.369047619,10.92,0.13,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Z2","1","0"
